budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name,keyword_names
0,Comedy|Drama|Fantasy|Romance,13198,en,Wristcutters: A Love Story,8.542921,2006-01-24,0,88.0,Wristcutters: A Love Story,6.7,160,Goran Dukic,Mikal P. Lazarev,Patrick Fugit,Shannyn Sossamon,No Matter Pictures,suicide camping black hole afterlife road trip hitchhiker break-up death ex-boyfriend ex-girlfriend relationship record player grocery store
0,Action|Crime|Drama|Romance,13201,en,Deuces Wild,0.753481,2002-05-03,0,96.0,Deuces Wild,5.5,34,Scott Kalvert,,Stephen Dorff,Fairuza Balk,United Artists,new york city gang drug overdose
33000000,Drama,13223,en,Gran Torino,50.7453,2008-12-09,269958228,116.0,Gran Torino,7.8,3086,Clint Eastwood,Bill Gerber,Clint Eastwood,Christopher Carley,Village Roadshow Pictures,"rape war veteran immigration gangster priest gang old man detroit, michigan widower hmong"
20000000,Crime|Drama|Thriller,13250,en,Butterfly on a Wheel,13.118983,2007-07-27,0,95.0,Butterfly on a Wheel,6.3,130,Mike Barker,Martin Bigham,Pierce Brosnan,Maria Bello,Icon Productions,"chicago, illinois infidelity man woman relationship revenge"
0,Comedy,13260,en,Semi-Pro,10.449975,2008-02-28,33472850,91.0,Semi-Pro,5.4,251,Kent Alterman,,Will Ferrell,Maura Tierney,New Line Cinema,michigan 1970s sports basketball flint michigan nba merger trade garbage can canon ramp championship dead parent
20000000,Drama|Crime|Thriller,13279,en,Lakeview Terrace,20.495749,2008-09-19,27640028,110.0,Lakeview Terrace,5.9,292,Neil LaBute,Orin Woinsky,Samuel L. Jackson,Patrick Wilson,Screen Gems,vandalism harassment pregnancy neighbor house party shot to death urination interracial couple lapd air conditioner
300000,Action|Comedy|Science Fiction,13282,en,Death Race 2000,6.473667,1975-04-27,8000000,80.0,Death Race 2000,5.9,124,Paul Bartel,Jim Weatherill,David Carradine,Simone Griffeth,New World Pictures,dystopia street race reality spoof cult film
12000000,Comedy|Adventure,13335,en,Harold & Kumar Escape from Guantanamo Bay,26.219598,2008-04-25,43493123,107.0,Harold & Kumar Escape from Guantanamo Bay,6.2,497,Hayden Schlossberg,,John Cho,Kal Penn,New Line Cinema,terrorist guantanamo bay road trip guantánamo cannabis east asian lead buddy stoner aftercreditsstinger duringcreditsstinger stoner movie
4500000,Comedy,13342,en,Fast Times at Ridgemont High,20.403344,1982-08-13,27092880,90.0,Fast Times at Ridgemont High,7.0,322,Amy Heckerling,Irving Azoff,Sean Penn,Jennifer Jason Leigh,Universal Pictures,rock 'n' roll based on novel or book friendship high school shopping mall bong teacher coming of age marijuana loss of virginity drug humor teen movie stoner irreverence teen comedy woman director teenager
1000000,Documentary,13362,en,Taxi to the Dark Side,0.748565,2007-04-30,274661,106.0,Taxi to the Dark Side,6.6,53,Alex Gibney,,Brian Keith Allen,Moazzam Begg,Jigsaw Productions,taxi afghanistan guantanamo bay torture chamber
0,Science Fiction|Drama,13363,en,The Man from Earth,31.339015,2007-06-10,0,87.0,The Man from Earth,7.7,687,Richard Schenkman,Eric D. Wilkinson,David Lee Smith,Tony Todd,Falling Sky Entertainment,philosophy birthday professor psychology bible time legend immortality survival prehistory memory anthropology religion church cavemen
6000000,Comedy|Music,13370,en,A Mighty Wind,4.053017,2003-04-16,18750246,91.0,A Mighty Wind,6.6,74,Christopher Guest,Karen Murphy,Bob Balaban,Christopher Guest,Castle Rock Entertainment,mockumentary folk singer
25000000,Drama|Comedy|Family,13374,en,Ice Princess,13.288177,2005-03-17,27645491,98.0,Ice Princess,5.9,185,Tim Fywell,,Michelle Trachtenberg,Joan Cusack,Walt Disney Pictures,competition sports high school sports love rivalry figure skating teenage girl school female protagonist teen movie university teacher student relationship new england ice skating mother daughter relationship female coach ice skater high school athlete
60000000,Action|Crime|Drama|Thriller,13389,en,Righteous Kill,18.380176,2008-09-11,73174566,101.0,Righteous Kill,5.9,375,Jon Avnet,,Robert De Niro,Carla Gugino,Grosvenor Park Media Ltd.,revenge murder dirty cop
0,Comedy|Music,13403,en,Hedwig and the Angry Inch,4.25422,2001-07-20,0,95.0,Hedwig and the Angry Inch,7.4,80,John Cameron Mitchell,Katie Roumel,John Cameron Mitchell,Miriam Shor,New Line Cinema,transvestism transsexuality singer glam rock cult film lgbt self identity rock odyssey military brat restaurant chain lgbt in the military child molestation theatrical manager
40000000,Drama|War,13405,zh,黃石的孩子,8.978408,2008-07-03,7400000,125.0,The Children of Huang Shi,6.5,52,Roger Spottiswoode,,Jonathan Rhys Meyers,Radha Mitchell,Australian Film Finance Corporation,based on true story duringcreditsstinger 1930s children in wartime japanese occupation of china
7000000,Action|Comedy,13408,en,The Wash,2.453459,2001-11-16,10229331,93.0,The Wash,5.3,26,DJ Pooh,,Dr. Dre,Snoop Dogg,Lionsgate,fight illegal drug black stereotype cashier disgruntled worker low rider caller id duringcreditsstinger
0,Comedy|Crime,13411,en,Malibu's Most Wanted,7.314796,2003-04-10,0,86.0,Malibu's Most Wanted,4.7,77,John Whitesell,,Jamie Kennedy,Taye Diggs,Karz Entertainment,"street gang los angeles, california"
0,Horror|Drama|Thriller|Crime,13429,en,Donkey Punch,3.283886,2008-07-18,0,99.0,Donkey Punch,4.5,52,Olly Blackburn,Mark Herbert,Nichola Burley,Sian Breckin,Warp X,
12500000,Drama|Romance,13435,en,Antwone Fisher,13.349012,2002-12-19,23367586,120.0,Antwone Fisher,6.7,137,Denzel Washington,,Derek Luke,Malcolm David Kelley,Fox Searchlight Pictures,u.s. navy biography
150000000,Thriller|Mystery,13448,en,Angels & Demons,67.447636,2009-05-13,356613439,138.0,Angels & Demons,6.5,2129,Ron Howard,Anna Culp,Tom Hanks,Ewan McGregor,Columbia Pictures,"rome, italy vatican based on novel or book symbolism illuminati quantum mechanics prequel anti matter conspiracy investigator catholicism cern"
30000000,Action|Thriller|Science Fiction,13460,en,Doomsday,21.538222,2008-03-14,22211426,108.0,Doomsday,5.8,363,Neil Marshall,Benedict Carver,Rhona Mitra,Bob Hoskins,Rogue Pictures,post-apocalyptic future dystopia quarantine futuristic sword fight lethal virus action hero 2030s
150000000,Science Fiction|Action|Adventure,13475,en,Star Trek,73.616808,2009-05-06,385680446,127.0,Star Trek,7.4,4518,J.J. Abrams,Damon Lindelof,Chris Pine,Zachary Quinto,Paramount Pictures,"san francisco, california spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine space romulans alternate reality space opera reboot unlikely friendship child driving car 23rd century based on tv series 24th century"
17000000,Comedy|Romance,13476,en,Win a Date with Tad Hamilton!,7.701041,2004-01-23,16980098,95.0,Win a Date with Tad Hamilton!,5.5,160,Robert Luketic,,Josh Duhamel,Kate Bosworth,DreamWorks SKG,"love triangle date charity celebrity west virginia romantic comedy fame contest best friend hollywood los angeles, california movie star grocery store small town girl"
86000000,Thriller|Crime|Mystery,13483,en,Awake,18.172736,2007-11-28,14373825,84.0,Awake,6.3,395,Joby Harold,John Penotti,Hayden Christensen,Jessica Alba,The Weinstein Company,
35000000,Comedy|Drama,13490,en,Welcome Home Roscoe Jenkins,6.248273,2008-02-08,43650785,114.0,Welcome Home Roscoe Jenkins,5.7,57,Malcolm D. Lee,,Martin Lawrence,James Earl Jones,Universal Pictures,talk show
25000000,Action|Adventure|Drama|Romance,13491,sv,Arn: Tempelriddaren,6.091033,2007-12-17,0,139.0,Arn: The Knight Templar,6.4,76,Peter Flinth,Leif Mohlin,Joakim Nätterqvist,Sofia Helin,Danmarks Radio (DR),based on novel or book swordplay crusade crusader middle ages mother child separation 12th century lovers separated
24000000,Action,13495,es,Alatriste,6.009644,2006-09-01,23321954,145.0,Alatriste,5.6,61,Agustín Díaz Yanes,Álvaro Augustín,Viggo Mortensen,Elena Anaya,Twentieth Century Fox Film Corporation,17th century
35000000,Action|Western,13496,en,American Outlaws,6.727949,2001-08-17,13678913,94.0,American Outlaws,5.7,55,Les Mayfield,,Colin Farrell,Scott Caan,Morgan Creek Productions,sheriff horse outlaw jesse james cole younger
20000000,Drama|Romance|Comedy|Music,13497,en,Drumline,4.748929,2002-12-13,57588485,118.0,Drumline,6.2,116,Charles Stone III,Jody Gerson,Nick Cannon,Zoe Saldana,Fox 2000 Pictures,sorority music rehearsal fraternity initiation television broadcast push ups
40000000,Comedy|Action,13498,en,Man of the House,6.004422,2005-02-25,0,100.0,Man of the House,5.4,120,Stephen Herek,,Tommy Lee Jones,Cedric the Entertainer,Revolution Studios,martial arts showdown fistfight neo-western bar fight father daughter relationship
15000000,Comedy|Drama|Romance|Fantasy|Music,13501,en,The Good Night,12.185204,2007-01-25,20380,93.0,The Good Night,5.7,41,Jake Paltrow,,Penélope Cruz,Martin Freeman,Destination Films,new york city mentor obsession midlife crisis interview class control routine dark comedy lucid dreaming best friend advertising mysterious woman dream sequence boyfriend girlfriend relationship dreamlife long term relationship dream realm subconscious dreams band member
0,Action|Western,13503,en,Texas Rangers,5.641978,2001-11-30,0,110.0,Texas Rangers,5.4,19,Steve Miner,,James Van Der Beek,Rachael Leigh Cook,Dimension Films,texas tiger usa–mexico border texas ranger racial segregation 19th century
1000000,Documentary,13508,en,Who Killed the Electric Car?,5.323184,2006-08-04,1678874,92.0,Who Killed the Electric Car?,7.2,59,Chris Paine,,Martin Sheen,Mel Gibson,Electric Entertainment,energy supply automobile industry
0,Horror|Thriller,13510,en,Eden Lake,20.362373,2008-09-12,3983997,91.0,Eden Lake,6.7,406,James Watkins,Richard Holmes,Kelly Reilly,Michael Fassbender,Aramid Entertainment Fund,beach husband wife relationship lake camping rottweiler sadism forest revenge survival fear couple gang violence teenage killer
35000000,Horror|Mystery|Thriller,13515,en,Mirrors,19.774543,2008-08-15,72436439,110.0,Mirrors,6.0,485,Alexandre Aja,Alexandra Milchan,Kiefer Sutherland,Paula Patton,Regency Enterprises,schizophrenia night watchman subway hallucination alcoholism ex-cop possession remake morgue rural area medication demon psychiatrist estranged wife nypd evil newspaper clipping
0,Documentary,13516,en,Slacker Uprising,1.619635,2007-09-27,0,102.0,Slacker Uprising,5.9,10,Michael Moore,Monica Hampton,Michael Moore,Eddie Vedder,,presidential election
0,Documentary|Drama,13518,en,Fuel,0.197469,2008-11-14,0,90.0,Fuel,7.0,3,Joshua Tickell,,Joshua Tickell,Barbara Boxer,,energy policy automobile industry consumerism nature
19000000,Comedy|Adventure|Romance,13523,en,Sex Drive,17.952817,2008-10-16,18755936,109.0,Sex Drive,6.0,342,Sean Anders,Bob Levy,Josh Zuckerman,Amanda Crew,"Summit Entertainment, LLC",jealousy virgin community friendship high school road trip friends redneck loss of virginity hitchhiker teen movie best friend teenage sexuality misadventure sex comedy cross country trip pickup online hookup
40000000,Crime|Drama|Mystery,13536,en,City By The Sea,3.476966,2002-09-06,22433915,108.0,City By The Sea,5.7,92,Michael Caton-Jones,,Robert De Niro,James Franco,Warner Bros. Pictures,drug addiction murder police investigation homicide detective estranged son
6000000,Drama|History,13537,en,Shattered Glass,6.27257,2003-11-14,2944752,94.0,Shattered Glass,6.6,111,Billy Ray,Tove Christensen,Hayden Christensen,Peter Sarsgaard,Lions Gate Films,journalism
0,Thriller,13538,en,Straightheads,8.302951,2007-04-27,0,88.0,Straightheads,5.2,40,Dan Reed,Damian Jones,Gillian Anderson,Danny Dyer,Ingenious Film Partners,"london, england countryside rape trauma van assault revenge murder attack gang car accident scar mugging rape and revenge"
0,Romance,13539,en,Here On Earth,3.313257,2000-03-23,0,96.0,Here On Earth,5.4,48,Mark Piznarski,,Leelee Sobieski,Chris Klein,Fox 2000 Pictures,car race private school high school coming of age diner working class teenage love spoiled rich kid
0,Mystery|Drama|Crime|Thriller,13551,en,The Dead Girl,3.069605,2006-11-07,0,85.0,The Dead Girl,6.4,66,Karen Moncrieff,Eric Karten,Brittany Murphy,Toni Collette,Lakeshore Entertainment,prostitute serial killer woman director lost child murder of a prostitute female antihero murder victim
0,Drama|Horror|Thriller,13569,en,Thr3e,1.946715,2006-12-01,0,101.0,Thr3e,4.8,21,Robby Henson,,Marc Blucas,Justine Waddell,MovieRoom Productions,
60000000,Music|Documentary,13576,en,Michael Jackson's This Is It,15.798622,2009-10-28,0,111.0,This Is It,6.7,247,Kenny Ortega,,Michael Jackson,Orianthi,Columbia Pictures,pop star concert aftercreditsstinger duringcreditsstinger michael jackson
0,Drama|Family,13579,en,The Longshots,4.030724,2008-08-22,0,94.0,The Longshots,6.5,11,Fred Durst,,Ice Cube,Keke Palmer,Cube Vision,american football sports
20000000,Romance|Comedy,13596,en,My Best Friend's Girl,17.145287,2008-09-19,36620508,101.0,My Best Friend's Girl,5.4,220,Howard Deutch,Doug Johnson,Dane Cook,Kate Hudson,Lionsgate,one-night stand strip club friendship insult blonde liar playboy unfaithful boyfriend wedding dating co-workers relationship lap dance break-up boyfriend girlfriend relationship surprising duringcreditsstinger dating woes serial dating office job comedy of errors best friends roommates dating scam secrets fake dating in love with best friend's girl raunchy comedy reverse psychology worst date
55000000,Adventure|Family|Fantasy,13600,en,City of Ember,23.465539,2008-10-07,17869048,90.0,City of Ember,6.2,605,Gil Kenan,Steven Shareshian,Saoirse Ronan,Harry Treadaway,Playtone,underground world mayor post-apocalyptic future dystopia puzzle steampunk box pipeworks
0,Comedy|Drama|Family|Music,13649,en,High School Musical 2,21.01755,2007-08-17,7000000,104.0,High School Musical 2,6.1,843,Kenny Ortega,Kenny Ortega,Zac Efron,Vanessa Hudgens,Disney Channel,musical summer summer job country club music movie
60000000,Comedy|Family,13673,en,Christmas with the Kranks,9.225166,2004-11-24,0,99.0,Christmas with the Kranks,5.2,193,Joe Roth,Michael Barnathan,Tim Allen,Jamie Lee Curtis,Columbia Pictures,"holiday chicago, illinois based on novel or book husband wife relationship christmas party christmas tree christmas"
22000000,Comedy|Family,13680,en,The Game Plan,20.699212,2007-09-28,147880543,110.0,The Game Plan,6.0,428,Andy Fickman,Gordon Gray,Dwayne Johnson,Madison Pettis,Walt Disney Pictures,american football bachelor sports aerobics tween girl publicist
0,Animation|Family,13682,en,Pooh's Heffalump Movie,9.03154,2005-02-11,0,68.0,Pooh's Heffalump Movie,6.4,88,Frank Nissen,,Jim Cummings,John Fiedler,Walt Disney Pictures,
7000000,Comedy|Crime|Drama,13685,en,Bottle Rocket,11.700578,1996-02-21,560069,91.0,Bottle Rocket,6.8,281,Wes Anderson,Ray Zimmerman,Luke Wilson,Owen Wilson,Gracie Films,sibling relationship robbery burglar language barrier motel heist psychiatric hospital maid theft nervous breakdown escapade laundry room based on short film
0,Comedy|Drama|Family|Fantasy|Science Fiction,13688,cn,長江七號,12.373248,2008-01-30,47301471,86.0,CJ7,6.1,107,Stephen Chow,Shi Tung-Ming,Stephen Chow,Xu Jiao,Columbia Pictures Film Production Asia,little boy ufo extraterrestrial
0,Drama|Romance,13689,en,Peaceful Warrior,8.326131,2006-03-30,0,120.0,Peaceful Warrior,7.3,90,Victor Salva,,Scott Mechlowicz,Nick Nolte,Universal,gymnastics
110000000,Animation|Family,13700,en,Home on the Range,19.625972,2004-04-02,103951461,76.0,Home on the Range,5.7,389,John Sanford,Alice Dewey,Roseanne Barr,Judi Dench,Walt Disney Pictures,farm animal dairy cow
8000000,Drama,13751,en,Akeelah and the Bee,4.932893,2006-04-28,18948425,112.0,Akeelah and the Bee,6.7,81,Doug Atchison,Nancy Hult Ganis,Keke Palmer,Laurence Fishburne,Lions Gate Films,black people spelling spelling bee
0,Fantasy|Drama|Science Fiction|Romance|Family,13768,en,Tuck Everlasting,4.115398,2002-10-11,0,90.0,Tuck Everlasting,6.4,128,Jay Russell,,Alexis Bledel,William Hurt,Walt Disney Pictures,fountain of youth based on novel or book immortality forest woods teenage crush teenage girl teenage boy mysterious stranger
0,Comedy|Drama,13776,en,Diner,5.87193,1982-04-02,0,110.0,Diner,6.9,83,Barry Levinson,Jerry Weintraub,Steve Guttenberg,Daniel Stern,Metro-Goldwyn-Mayer (MGM),"baltimore, usa gambling debt diner fake accident twenty something 1950s"
0,Comedy,13778,en,Dickie Roberts: Former Child Star,10.149569,2003-09-05,0,98.0,Dickie Roberts: Former Child Star,5.1,64,Sam Weisman,Tom McNulty,David Spade,Mary McCormack,Paramount Pictures,loser child prodigy celebrity hollywood director family audition former child star has been famous actor
0,Comedy,13785,en,Best in Show,10.982255,2000-09-19,0,90.0,Best in Show,6.7,166,Christopher Guest,Karen Murphy,Jay Brazeau,Parker Posey,Castle Rock Entertainment,"philadelphia, pennsylvania illinois pet shop poodle mockumentary dog terrier kimono dog show pets"
